sales_id,sales_date,customer_id,product_id,employee_id,branch_id,quantity,unit_price,discount
90,2024-06-14,206,110,131,13,6,48250.37,5925.39
91,2025-12-01,1448,27,42,13,1,48457.79,7978.63
92,2025-04-27,1897,308,112,3,2,16522.43,1225.42
93,2025-09-15,78,371,99,13,10,39714.34,2275.39
94,2025-09-03,118,485,45,21,8,26899.35,1085.16
95,2025-11-03,1907,412,133,10,4,2982.95,357.66
96,2025-06-12,1431,119,44,22,1,22224.66,2911.52
97,2024-06-10,178,142,103,12,7,24921.61,998.41
98,2024-01-16,1510,361,18,3,9,17785.13,2951.49
99,2025-08-19,713,178,71,8,10,57820.37,5258.87
100,2025-02-17,1178,3,67,6,7,30868.05,3448.77
101,2025-05-30,603,175,30,17,5,52690.67,8569.06
102,2025-08-11,513,356,114,13,10,29534.16,1436.97
103,2024-12-13,1969,398,118,22,8,53894.91,9291.73
104,2025-05-08,239,133,18,13,4,40937.87,1882.57
105,2024-11-19,845,490,91,17,9,1573.67,261.91
106,2024-09-11,589,48,103,22,6,5485.7,1021.87
107,2025-05-02,643,182,56,19,5,11784.28,1758.58
108,2024-07-13,1022,378,52,8,4,52491.81,2170.84
109,2024-07-26,1710,128,92,5,2,8072.83,126.72
110,2025-11-10,1009,315,2,25,9,57521.59,9755.78
111,2025-01-15,1272,162,127,19,5,29957.52,5898.0
112,2025-06-07,574,204,57,25,10,8566.51,900.74
113,2025-03-09,980,482,139,2,9,21490.05,3698.01
114,2024-06-27,937,500,31,23,9,28144.16,3879.45
115,2024-01-13,1381,108,98,19,2,20200.74,2475.71
116,2024-09-22,384,281,68,8,5,28809.38,3532.51
117,2025-01-09,377,256,109,7,7,42342.04,3152.87
118,2025-02-14,573,231,47,19,3,58777.07,8064.35
119,2024-04-12,1477,139,61,18,7,51522.22,2020.32
120,2024-06-02,969,413,3,6,7,30476.27,6068.2
121,2025-10-07,1059,274,81,16,5,15807.47,2714.15
122,2024-02-18,816,51,42,2,4,49015.27,4671.54
123,2025-10-06,198,231,86,9,6,22258.09,2481.74
124,2024-09-20,705,11,106,4,6,52174.75,10050.07
125,2024-07-22,1182,295,138,6,5,21951.43,2955.51
126,2025-05-14,1587,378,115,3,7,37206.16,3450.89
127,2024-05-28,1779,86,87,14,10,34726.62,5895.89
128,2024-03-14,163,83,88,8,6,19695.82,1147.7
129,2024-09-30,1240,331,102,9,8,47077.47,8838.98
130,2025-08-24,1067,495,116,14,3,11849.29,54.75
131,2024-08-28,1356,129,21,7,3,24425.69,466.79
132,2025-04-29,1124,28,7,25,7,31914.98,6357.55
133,2024-04-16,538,317,40,3,7,19252.87,952.62
134,2024-10-17,908,321,33,5,9,50472.55,288.41
135,2025-11-10,731,441,84,16,8,58523.91,6327.42
136,2024-10-05,1124,228,35,23,9,11445.16,1367.89
137,2025-10-08,1534,326,145,14,9,38747.4,4136.55
138,2024-12-21,987,277,59,3,8,19164.22,1579.91
139,2024-06-08,622,6,1,17,3,21289.21,1997.77
140,2024-01-09,1409,473,126,25,8,18677.02,2860.83
141,2024-10-26,1223,119,2,18,6,12125.69,2139.36
142,2025-03-23,809,128,42,23,7,49877.18,2200.51
143,2024-03-22,865,321,62,17,10,48646.92,6661.13
144,2024-10-18,1329,381,137,9,7,12092.04,165.57
145,2024-05-19,594,57,117,20,8,17055.91,2124.33
146,2024-07-11,657,10,39,2,9,2305.72,448.39
147,2024-10-15,552,65,113,24,1,14735.82,444.09
148,2025-05-20,445,176,108,10,8,59879.84,5553.07
149,2024-02-02,677,42,38,2,5,46763.52,667.64
150,2025-04-26,372,99,65,13,1,8195.73,1259.1
151,2024-09-11,789,395,114,8,1,12751.61,1875.31
152,2024-04-06,1068,341,54,16,7,41205.1,2572.1
153,2024-11-26,325,323,11,24,9,31734.65,1607.76
154,2025-10-15,612,102,93,2,4,58423.17,2757.17
155,2025-03-20,665,8,43,9,10,8059.33,1271.99
156,2024-01-10,1985,22,149,23,8,41615.99,1290.03
157,2024-04-01,510,81,128,3,10,20966.9,4066.12
158,2025-10-02,123,31,92,21,3,42378.36,6708.21
159,2024-05-08,1000,120,82,18,6,48526.0,4257.85
160,2024-07-16,44,353,97,12,3,15791.08,124.71
161,2025-12-24,897,287,76,18,8,12196.77,455.25
162,2024-12-22,663,375,120,9,10,54953.97,6094.62
163,2024-03-11,1088,80,116,10,5,32954.75,2992.81
164,2025-10-15,1037,195,48,1,10,51552.93,8001.19
165,2024-09-01,657,370,17,22,9,49323.93,1873.02
166,2025-11-30,1019,393,142,5,10,17704.62,1451.09
167,2024-11-25,227,50,134,22,2,3582.86,672.0
168,2024-07-01,1789,17,52,4,8,12305.38,78.3
169,2025-10-19,1713,199,126,17,10,42377.53,2169.21
170,2025-01-10,453,311,19,1,4,39689.21,7369.52
171,2024-03-22,959,411,16,12,9,44865.17,7989.86
172,2025-01-12,1627,363,15,20,5,32212.23,4730.69
173,2024-11-07,160,484,56,17,2,6972.28,322.14
174,2025-01-29,389,99,135,22,4,34631.63,6562.72
175,2025-07-25,1535,286,107,24,2,46210.72,5328.68
176,2025-11-21,940,360,110,4,3,47755.23,5252.75
177,2025-05-31,692,337,41,18,10,27137.72,1912.25
178,2024-11-18,1127,167,96,14,7,49743.14,3217.89
179,2024-09-03,1154,280,55,13,9,55642.67,2827.64
180,2025-04-08,917,492,102,1,1,58994.43,7029.34
181,2025-06-14,277,456,78,1,5,59079.27,2538.31
182,2024-11-18,45,396,71,18,9,33823.06,6263.51
183,2024-06-07,194,20,118,12,3,9166.08,672.94
184,2025-08-19,512,120,66,10,2,34658.74,3944.61
185,2024-08-10,1504,40,84,16,3,29808.31,5359.68
186,2025-12-20,1181,420,25,20,5,3204.92,518.13
187,2025-01-25,161,400,15,25,6,21527.88,3518.27
188,2025-03-02,1906,445,31,25,4,45113.04,7664.51
189,2024-01-12,1299,399,98,2,5,31938.62,2039.71
190,2025-08-01,307,168,129,23,4,10038.65,1352.48
191,2025-02-06,1989,229,148,17,2,14103.05,817.36
192,2025-02-07,304,68,87,3,8,34714.99,342.37
193,2025-02-12,538,44,103,17,7,46655.68,1216.55
194,2024-05-18,985,287,51,16,7,39482.66,1548.5
195,2025-09-22,1507,269,64,8,2,16709.17,1437.21
196,2025-12-02,1893,295,23,4,7,25988.9,1810.43
197,2024-11-24,706,305,7,25,5,10986.06,768.4
198,2025-03-28,1277,75,113,2,4,12781.43,955.59
199,2024-03-28,231,379,14,8,10,55677.05,9673.91
200,2024-10-21,29,176,29,10,8,28800.23,1911.63
201,2025-07-04,434,105,140,17,5,33379.2,4159.33
202,2024-05-24,1424,358,5,13,10,54456.38,5737.51
203,2024-09-18,349,31,73,7,10,17005.61,1581.39
204,2024-01-09,137,199,70,22,6,51992.65,198.39
205,2025-10-26,792,119,98,17,2,54328.45,5266.19
206,2025-09-03,1089,46,48,7,9,58040.69,6508.54
207,2025-12-30,45,21,64,17,5,20680.61,1627.15
208,2024-06-09,38,178,91,12,5,14936.08,2922.23
209,2025-05-28,565,416,16,21,5,52841.96,9410.12
210,2024-01-31,1934,285,72,8,3,21165.38,1662.95
211,2024-05-20,180,374,98,17,10,52489.39,7207.04
212,2025-03-03,493,294,40,14,5,54674.39,3600.69
213,2025-07-09,270,106,36,19,9,41358.87,1673.46
214,2024-05-21,633,353,135,5,7,59745.46,11659.65
215,2024-05-28,1344,478,145,6,6,5001.03,533.07
216,2024-05-01,378,163,38,24,1,46160.67,8125.5
217,2025-02-27,1969,211,78,15,5,9965.47,374.57
218,2024-05-14,379,14,69,20,10,37129.36,4428.5
219,2024-08-24,1408,14,92,3,8,8911.11,1508.01
220,2025-04-25,1459,333,96,6,7,29995.29,824.95
221,2024-07-16,464,17,105,25,1,55600.67,10566.33
222,2024-08-15,1521,344,52,25,4,4902.04,908.94
223,2025-03-25,1776,316,126,23,6,52139.72,9255.71
224,2025-03-13,830,398,11,20,7,43491.85,3428.47
225,2025-08-08,1217,275,135,21,1,31718.3,2864.86
226,2024-02-13,1798,126,133,18,7,59046.01,463.53
227,2025-01-31,1058,392,13,7,5,26933.68,4764.02
228,2024-10-19,945,86,109,10,10,55222.94,7620.25
229,2024-05-25,950,425,116,3,9,7677.12,1195.68
230,2025-12-13,1120,70,101,14,6,27602.27,987.49
231,2025-08-27,1837,365,52,15,2,15754.86,2179.58
232,2025-12-29,1632,84,32,3,2,42667.38,5410.84
233,2024-03-28,1073,363,99,24,9,37112.28,1186.85
234,2025-07-17,780,23,44,11,10,52407.02,9042.02
235,2024-06-15,1780,75,46,25,1,25755.32,1594.35
236,2025-04-01,592,321,47,4,3,57665.6,40.75
237,2024-09-16,26,235,128,16,9,48639.82,5914.45
238,2025-05-20,488,112,122,15,7,27070.65,3255.06
239,2024-01-07,502,452,141,9,10,38089.49,6247.6
240,2024-07-31,101,95,38,2,6,3166.54,540.74
241,2025-11-14,1184,430,77,11,2,3892.85,324.63
242,2024-07-01,331,345,73,20,10,34764.67,3908.78
243,2025-04-11,1535,297,93,2,2,46342.21,2992.06
244,2025-01-23,1680,35,110,18,2,18277.13,491.82
245,2025-12-12,1761,141,85,17,7,31954.13,4446.93
246,2025-09-18,120,56,147,24,9,59244.17,5730.84
247,2025-12-06,1239,479,74,14,10,51020.08,2649.58
248,2025-08-11,1277,182,34,20,10,30287.42,4417.02
249,2025-05-24,1009,414,47,20,4,42806.64,8383.75
250,2024-01-02,243,13,120,21,2,44510.63,1845.69
251,2025-09-22,850,212,12,11,6,34064.51,4343.25
252,2024-01-12,1312,104,73,9,2,19158.58,1941.49
253,2024-11-27,1571,4,30,22,6,21140.33,3062.8
254,2025-09-22,1967,15,45,7,6,50195.69,9258.89
255,2025-05-05,1877,243,10,21,3,29408.24,3688.97
256,2025-07-03,1835,172,119,14,1,50271.24,3009.68
257,2025-11-25,647,285,138,1,4,35066.46,2326.44
258,2024-12-28,136,497,39,9,1,21009.99,1576.76
259,2025-07-01,1726,85,147,20,7,12055.36,281.72
260,2024-11-11,1445,440,81,23,1,17018.35,295.43
261,2024-08-31,762,232,78,7,9,18836.78,422.82
262,2024-02-08,1593,104,24,15,9,2471.15,238.55
263,2025-05-27,316,98,88,16,9,19311.16,1264.26
264,2024-04-10,1684,481,133,22,3,13106.04,95.81
265,2025-01-31,1462,443,134,4,1,19347.9,170.38
266,2025-08-31,1786,45,86,15,1,7083.07,1085.38
267,2024-11-15,47,296,80,21,4,19931.94,767.56
268,2024-10-10,1091,164,113,22,2,17086.6,538.21
269,2024-04-27,32,491,144,17,2,13188.07,924.0
270,2024-11-22,556,73,73,19,4,11105.22,691.58
271,2024-12-12,1108,228,13,5,1,28773.4,3887.26
272,2024-04-18,786,28,23,14,7,11560.0,1378.23
273,2025-08-29,1290,429,115,20,6,19434.0,3177.23
274,2025-12-31,1554,344,137,3,8,34499.57,641.11
275,2025-12-16,960,50,117,10,8,28762.21,5450.14
276,2024-05-27,1764,459,67,12,7,11817.83,2168.02
277,2024-12-04,1616,441,84,15,8,2785.58,264.82
278,2024-12-25,981,237,44,10,6,36661.97,934.1
279,2024-04-15,831,419,28,11,9,39317.63,6231.3
280,2025-06-29,945,206,106,8,10,15377.77,489.08
281,2025-05-08,787,34,88,7,10,26437.76,5182.89
282,2025-08-03,1613,176,140,23,4,11212.04,1501.53
283,2025-12-29,1176,429,125,4,10,36168.45,2353.68
284,2024-04-09,1684,228,46,10,7,5106.85,111.07
285,2025-09-02,1580,420,98,11,8,39054.36,480.23
286,2024-08-10,1674,72,149,25,1,45667.59,6036.17
287,2025-04-08,1089,150,100,20,10,27382.43,1126.3
288,2024-11-20,614,292,78,14,6,59427.07,6925.95
289,2025-09-18,1046,207,33,10,1,22784.15,2501.18
290,2024-02-24,2,361,144,12,2,51813.62,8970.8
291,2024-08-28,885,360,101,21,6,42994.65,3491.45
292,2025-03-21,1117,109,45,16,3,12105.38,931.13
293,2025-01-03,1721,214,40,10,3,8922.37,128.03
294,2024-01-17,295,370,125,22,7,58523.53,1589.22
295,2024-05-20,1316,413,107,15,10,55888.35,6966.47
296,2025-04-10,1044,218,142,15,7,21963.13,816.11
297,2025-09-11,16,296,128,24,4,43015.67,2316.4
298,2025-07-13,1181,188,9,2,10,29512.82,2175.56
299,2025-08-17,987,493,21,5,9,59031.17,11613.42
300,2024-10-13,953,265,21,17,10,6218.33,587.57
301,2025-11-10,1967,343,20,22,9,48087.8,3005.48
302,2024-02-24,1851,176,137,25,1,28663.26,2938.92
303,2025-04-25,1176,376,85,14,6,57674.3,9207.39
304,2024-10-23,344,19,78,24,10,16366.15,2059.84
305,2025-08-15,347,294,14,22,5,48724.85,6083.95
306,2024-10-20,993,43,33,17,2,51235.27,2847.13
307,2024-05-15,1262,144,71,9,1,44744.32,5403.52
308,2025-08-28,1514,78,115,12,3,16413.9,2300.49
309,2025-05-11,371,410,136,2,6,59060.23,11426.33
310,2025-09-01,1913,421,40,16,7,46451.7,2210.61
311,2025-03-26,1487,327,43,7,10,44327.31,3059.26
312,2025-10-19,542,387,30,2,3,28376.88,2702.8
313,2025-05-02,1529,486,137,8,7,41327.09,3224.1
314,2024-09-25,298,272,112,1,5,55706.13,5000.41
315,2025-11-25,647,493,136,22,1,6744.49,716.66
316,2024-12-28,1959,433,111,20,5,20763.08,1109.11
317,2024-04-10,523,336,150,13,8,46615.91,6983.91
318,2025-11-19,1206,395,50,17,6,40985.37,8141.46
319,2024-11-16,1122,6,3,3,1,25263.68,2654.02
320,2025-12-02,914,180,57,24,5,15861.87,107.99
321,2025-09-26,189,30,56,20,2,42776.43,1026.44
322,2025-09-11,267,193,145,6,2,42043.56,2130.23
323,2025-04-23,1353,480,20,21,8,55439.03,3064.49
324,2025-03-13,1418,463,83,9,3,47063.15,2610.0
325,2024-03-04,784,199,86,2,5,57380.74,3037.33
326,2025-03-27,143,252,52,20,7,11528.09,1134.5
327,2024-05-27,1108,394,111,7,10,38956.95,7110.49
328,2024-09-22,212,18,19,3,10,43925.16,6828.05
329,2024-01-20,1837,255,39,21,1,56040.73,7449.0
330,2024-09-29,311,359,85,13,10,1218.52,172.45
331,2025-05-17,980,224,104,24,2,32867.59,21.74
332,2025-12-06,1676,400,124,4,10,32582.94,6461.86
333,2024-12-07,1397,156,103,2,2,22555.97,3849.59
334,2024-12-14,165,431,118,25,5,39219.76,1385.39
335,2024-02-10,1982,197,49,10,7,53891.18,6796.94
336,2025-01-02,997,44,113,24,4,9256.63,357.48
337,2025-08-30,489,251,100,3,9,38961.05,3893.64
338,2025-04-05,1980,9,10,11,1,20925.4,3017.49
339,2025-02-19,243,109,134,15,9,9788.26,1134.16
340,2024-03-14,76,377,37,16,1,28801.96,5288.15
341,2024-02-16,498,360,34,1,3,38327.03,6934.6
342,2024-04-09,935,313,44,19,2,49250.21,1047.37
343,2025-05-24,1219,410,57,3,4,26146.48,4243.68
344,2025-11-25,824,167,31,22,10,33207.2,2135.82
345,2024-08-06,1566,24,45,11,2,8123.98,229.48
346,2025-03-01,345,357,95,18,3,26881.01,4976.62
347,2024-02-11,274,52,97,25,3,1922.19,187.21
348,2024-01-07,15,92,23,23,10,53327.99,4439.26
349,2025-05-02,1418,65,53,5,5,31862.12,2625.64
350,2024-06-27,1251,355,10,20,3,43314.73,5302.15
351,2024-03-31,1285,424,78,12,7,1269.63,59.83
352,2024-04-30,1086,49,93,25,9,30944.9,2873.02
353,2025-10-03,1351,107,71,2,4,7648.07,228.25
354,2025-04-30,1019,91,41,22,1,4187.63,305.02
355,2024-08-02,891,129,86,20,8,3555.73,526.54
356,2025-07-04,361,81,8,16,9,7847.84,1404.89
357,2025-03-31,1214,297,84,14,4,45078.12,8099.39
358,2024-08-23,1596,57,84,8,2,14989.98,1236.96
359,2024-07-23,770,457,57,3,8,35520.44,386.03
360,2025-03-22,297,111,117,6,7,23035.62,2108.87
361,2024-07-17,1295,184,70,7,6,8505.49,1177.52
362,2024-03-02,575,70,29,15,8,25675.21,3904.38
363,2024-08-13,1816,152,41,21,10,54429.11,6293.33
364,2025-07-20,1752,118,23,14,9,29863.59,5946.82
365,2025-08-28,970,429,119,9,1,44071.05,6488.84
366,2024-09-09,508,168,112,19,4,53617.54,6345.87
367,2024-06-01,1872,294,2,14,1,3363.46,316.6
368,2025-05-31,69,218,136,13,8,48773.27,6795.61
369,2024-04-10,927,254,62,3,9,45431.64,6298.28
370,2025-02-20,1946,112,34,12,5,15104.68,3017.77
371,2024-01-17,983,343,79,6,8,51617.4,7714.6
372,2024-01-25,2000,233,119,25,3,52577.74,4262.59
373,2025-01-14,1284,238,1,21,2,23707.88,3275.25
374,2025-06-27,67,152,110,25,5,42185.24,5167.7
375,2025-08-12,1628,107,21,20,6,44409.89,486.84
376,2025-11-21,746,455,14,4,7,22569.86,2794.75
377,2025-01-09,751,90,144,23,2,34084.73,5273.42
378,2024-05-21,686,123,139,4,8,44505.42,6696.08
379,2025-12-20,430,386,58,11,6,53978.05,5436.3
380,2025-03-09,568,28,17,12,6,27692.23,2777.25
381,2024-05-05,963,364,137,22,9,54067.62,4887.48
382,2025-01-11,1639,345,17,7,8,6151.22,480.63
383,2024-07-02,591,491,20,4,3,17280.62,2409.2
384,2025-05-23,309,448,53,17,1,18297.0,3548.06
385,2025-07-08,1909,68,122,12,7,27187.74,3505.5
386,2024-10-25,388,33,6,8,9,39035.65,3214.13
387,2024-12-17,1343,331,84,16,10,40285.47,4271.6
388,2025-07-15,912,235,78,19,3,53998.63,3310.06
389,2024-09-23,465,248,96,10,1,9751.96,554.66
390,2024-06-19,1267,474,42,23,9,17829.55,3470.37
391,2025-12-26,1419,464,40,6,4,7898.12,1569.79
392,2025-08-11,260,226,67,12,3,13104.17,1853.28
393,2025-11-12,650,177,38,12,8,32852.13,1068.34
394,2024-11-04,249,472,7,13,8,46342.57,8784.6
395,2024-11-23,320,3,140,17,6,39187.39,2316.42
396,2024-10-23,1986,484,147,22,3,48174.99,7019.52
397,2025-03-28,694,353,29,24,8,54110.29,1508.85
398,2025-07-18,240,158,7,13,10,50611.74,4514.29
399,2024-04-04,669,29,50,19,9,14106.49,2639.79
400,2024-10-11,401,12,22,18,8,40946.74,7842.31
401,2025-06-08,808,100,126,11,10,36699.59,6924.49
402,2025-11-13,740,204,38,23,7,22808.17,1700.72
403,2024-10-18,707,180,79,15,9,6168.32,897.93
404,2025-03-30,1519,213,114,10,3,48534.69,9419.23
405,2025-03-10,1493,459,107,5,10,36278.21,1042.2
406,2024-11-06,973,445,135,11,2,56056.03,6622.22
407,2025-01-19,182,4,105,21,5,25456.33,2829.8
408,2025-12-28,1164,387,36,7,3,50104.74,2900.7
409,2025-05-17,87,422,78,19,5,30151.93,4461.62
410,2024-08-17,55,406,1,5,5,18710.0,2396.96
411,2025-10-13,968,64,74,14,3,30021.3,4129.99
412,2024-09-07,59,62,71,16,2,36334.59,2628.88
413,2025-05-07,1159,224,67,21,8,58481.27,9570.82
414,2025-01-17,1050,376,148,1,5,10607.99,124.14
415,2024-11-23,945,450,35,12,3,4120.41,297.63
416,2025-10-13,1868,490,92,2,5,18208.18,2326.81
417,2024-03-19,1053,100,47,25,2,36326.99,1214.31
418,2024-11-26,1787,162,78,9,6,6654.17,771.95
419,2024-05-27,27,71,133,10,6,46949.66,3868.6
420,2024-06-15,210,112,40,17,4,50062.84,7961.06
421,2025-07-26,1257,354,135,18,9,42433.63,6811.28
422,2025-03-03,944,470,20,4,3,55481.18,5320.85
423,2024-11-15,1416,186,36,15,10,31864.15,6182.36
424,2024-06-25,1454,156,8,24,2,14119.11,2419.49
425,2024-05-25,1410,117,79,5,4,8682.88,136.5
426,2025-12-08,1563,402,29,3,1,46706.85,7074.54
427,2024-02-13,403,56,9,22,9,35997.39,3377.15
428,2024-09-16,89,34,78,22,1,45518.47,7122.46
429,2025-09-08,421,301,52,6,6,2726.29,79.37
430,2024-10-11,1944,297,90,12,3,51453.15,8034.95
431,2025-09-19,496,259,146,3,2,49355.6,7534.07
432,2025-06-25,445,367,50,10,3,54197.96,5822.23
433,2024-04-11,1893,110,130,23,8,22621.32,2666.51
434,2025-03-26,1380,491,28,6,6,58896.77,4995.53
435,2025-06-10,467,209,29,25,6,8293.31,182.98
436,2024-05-19,1016,391,93,23,5,33870.8,275.09
437,2024-12-01,1012,60,99,10,8,36422.98,2272.84
438,2025-03-30,463,284,105,10,7,12138.31,168.99
439,2025-05-02,1924,348,95,6,1,59924.68,5892.37
440,2024-04-17,812,225,134,22,2,8033.85,634.37
441,2025-12-12,1210,53,44,3,6,58537.24,3964.51
442,2025-09-01,1729,207,32,8,7,43786.83,2439.09
443,2025-12-31,1569,298,70,25,7,22009.74,2934.68
444,2025-02-18,993,262,72,5,8,7374.16,369.73
445,2025-05-24,473,322,35,1,2,44530.1,7394.78
446,2025-05-25,1389,14,46,13,10,41073.06,1254.67
447,2025-09-28,1277,50,20,22,9,46286.75,7338.59
448,2024-07-25,602,339,128,16,9,16438.25,1129.69
449,2025-07-07,1120,10,9,14,2,23634.16,1486.87
450,2025-01-20,907,236,10,2,3,33843.33,5823.49
451,2024-11-06,1812,362,43,16,7,8934.81,1278.97
452,2025-05-14,1565,57,146,22,8,39944.64,5475.4
453,2025-08-08,963,244,144,6,9,4288.49,225.91
454,2025-08-28,1989,194,91,25,5,19908.48,112.07
455,2024-02-16,263,429,94,12,10,2587.09,461.2
456,2024-12-15,780,50,110,12,6,25303.85,285.68
457,2024-09-07,508,121,80,19,2,54712.95,716.74
458,2024-11-08,235,173,44,1,9,20240.89,1865.84
459,2025-03-08,1164,264,108,9,1,42061.55,4946.35
460,2024-11-20,774,293,100,11,10,6765.81,660.83
461,2025-12-08,1383,106,87,16,9,48875.97,6523.84
462,2024-06-19,1260,154,94,14,4,30320.15,5138.26
463,2024-03-18,1722,436,138,7,5,16644.15,989.73
464,2025-08-10,824,412,58,20,2,43344.7,5012.32
465,2025-08-29,690,140,18,19,9,29040.83,1218.2
466,2024-03-19,1335,422,78,17,5,26541.72,2866.23
467,2024-07-23,849,206,65,20,9,27740.49,4235.65
468,2024-07-03,1805,10,133,6,10,30453.01,4024.71
469,2025-04-23,549,480,137,20,7,56143.52,8158.95
470,2024-03-02,1070,103,94,15,3,15182.06,2266.48
471,2024-11-03,1729,223,106,11,2,38401.72,6497.32
472,2024-09-30,1687,147,42,9,10,14931.66,712.19
473,2024-06-02,394,15,63,10,8,29637.56,5875.9
474,2025-03-08,1325,464,10,7,3,17090.01,99.61
475,2024-10-11,1349,282,46,21,1,57863.43,5622.5
476,2024-01-21,114,441,22,11,10,18580.77,236.28
